restaurant_link;restaurant_name;city;address;latitude;longitude;top_tags;price_level;meals;cuisines;special_diets;features;vegetarian_friendly;vegan_options;gluten_free;original_open_hours;avg_rating;total_reviews_count;excellent;very_good;average;poor;terrible;food;service;value
g187147-d17649641;Cacio e Pepe - Bottega Romana;Paris;148 rue de Vaugirard, 75015 Paris France;48.843742;2.315086;Mid-range, Italian, Pizza, Mediterranean;€€-€€€;Lunch Dinner Drinks;Italian Mediterranean Pizza Romana Lazio Central-Italian;;Reservations Serves Alcohol Accepts Credit Cards Table Service Takeout Outdoor Seating Seating Highchairs Available Wheelchair Accessible Full Bar Wine and Beer Dog Friendly Non-smoking restaurants Gift Cards Available;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-23:00""], ""Tue"": [""12:00-14:30"", ""19:00-23:00""], ""Wed"": [""12:00-14:30"", ""19:00-23:00""], ""Thu"": [""12:00-14:30"", ""19:00-23:00""], ""Fri"": [""12:00-14:30"", ""19:00-23:00""], ""Sat"": [""12:00-14:30"", ""19:00-23:00""], ""Sun"": []}";5.0;20.0;1.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0
g187147-d17656734;O'Tacos;Paris;129-131 Avenue De Saint Ouen, 75017 Paris France;48.896095;2.328432;Fine Dining, French;€€€€;Lunch Dinner;French;;Takeout Wheelchair Accessible Accepts Credit Cards;N;N;N;"{""Mon"": [""11:00-05:00""], ""Tue"": [""11:00-05:00""], ""Wed"": [""11:00-05:00""], ""Thu"": [""11:00-05:00""], ""Fri"": [""11:00-05:00""], ""Sat"": [""11:00-05:00""], ""Sun"": [""11:00-05:00""]}";5.0;3.0;1.0;0.0;0.0;0.0;0.0;;;
g187147-d17706097;La Melangerie;Paris;6 rue Helene Et Francois Missoffe, 75017 Paris France;48.89997;2.32151;;;Lunch Dinner After-hours Drinks;;;Reservations Takeout Outdoor Seating Private Dining Seating Parking Available Street Parking Television Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Digital Payments Free Wifi Accepts Credit Cards Table Service Family style;N;N;N;;5.0;5.0;4.0;1.0;0.0;0.0;0.0;;;
g187147-d17734691;Il Re di Napoli;Paris;77 avenue des Ternes, 75017 Paris France;48.879684;2.289584;Italian, Bar, Pizza, Cafe;;Lunch Dinner Drinks;Italian Bar Pizza Cafe Pub Campania Southern-Italian;;Reservations Valet Parking Highchairs Available Wheelchair Accessible Full Bar Wine and Beer Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""12:00-23:30""], ""Tue"": [""12:00-23:30""], ""Wed"": [""12:00-23:30""], ""Thu"": [""12:00-23:30""], ""Fri"": [""12:00-23:30""], ""Sat"": [""12:00-23:30""], ""Sun"": [""12:00-23:30""]}";4.0;2.0;0.0;2.0;0.0;0.0;0.0;;;
g187147-d17751459;Cafe Pola;Paris;77 boulevard Beaumarchais, 75003 Paris France;48.858517;2.367538;French;;Lunch Breakfast Dinner After-hours Drinks;French;;Reservations Outdoor Seating Takeout Private Dining Street Parking Television Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Digital Payments Free Wifi Accepts Credit Cards Table Service Dog Friendly Family style;N;N;N;"{""Mon"": [""09:00-00:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-00:00""], ""Sat"": [""09:00-00:00""], ""Sun"": [""09:00-00:00""]}";4.0;8.0;2.0;1.0;1.0;0.0;0.0;;;
g187147-d17780508;La Manifattura;Paris;106 boulevard du Montparnasse, 75014 Paris France;48.842384;2.328927;Mid-range, Italian;€€-€€€;Lunch Dinner After-hours Drinks;Italian;;Takeout Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service Buffet Private Dining Full Bar Wine and Beer Free Wifi;N;N;N;"{""Mon"": [""12:00-00:00""], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": [""12:00-00:00""]}";3.5;89.0;1.0;1.0;0.0;3.0;1.0;3.5;2.5;3.0
g187147-d17823356;ATRIA;Paris;47 rue Berger, 75001 Paris France;48.86212;2.3424;Cheap Eats;€;Dinner After-hours Drinks;;;Reservations Seating Wheelchair Accessible Full Bar Accepts Credit Cards Non-smoking restaurants;N;N;N;"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""20:00-00:00""], ""Fri"": [""20:00-00:00""], ""Sat"": [""20:00-00:00""], ""Sun"": []}";5.0;1.0;1.0;0.0;0.0;0.0;0.0;;;
g187147-d1783048;La Maison de l'Aubrac;Paris;37 rue Marbeuf, 75008 Paris France;48.869553;2.305332;Mid-range, French, Steakhouse, European;€€-€€€;Lunch Dinner After-hours;French Steakhouse European Contemporary;;Television Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""12:00-00:00""], ""Tue"": [""12:00-06:00""], ""Wed"": [""12:00-06:00""], ""Thu"": [""12:00-06:00""], ""Fri"": [""12:00-06:00""], ""Sat"": [""12:00-06:00""], ""Sun"": [""12:00-06:00""]}";3.5;1296.0;74.0;96.0;31.0;27.0;27.0;3.5;3.5;3.0
g187147-d17834175;The Kitchen;Paris;44 rue de Ponthieu, 75008 Paris France;48.8715;2.30722;Mid-range;€€-€€€;Lunch Dinner After-hours Drinks;;;Reservations Seating Accepts Credit Cards Table Service Takeout Private Dining Wheelchair Accessible Free Wifi;N;N;N;"{""Mon"": [""12:00-02:00""], ""Tue"": [""12:00-02:00""], ""Wed"": [""12:00-02:00""], ""Thu"": [""12:00-02:00""], ""Fri"": [""12:00-02:00""], ""Sat"": [""12:00-02:00""], ""Sun"": [""12:00-02:00""]}";3.0;19.0;1.0;0.0;1.0;0.0;0.0;;;
g187147-d17840502;Maison Milie;Paris;19 rue la Vieuville, 75018 Paris France;48.88488;2.34036;Mid-range, French;€€-€€€;Breakfast Lunch Dinner Brunch Drinks;French;;Takeout Reservations Seating Wheelchair Accessible Accepts Credit Cards;N;N;N;"{""Mon"": [], ""Tue"": [], ""Wed"": [""09:00-18:00""], ""Thu"": [""09:00-18:00""], ""Fri"": [""09:00-18:00""], ""Sat"": [""09:00-19:00""], ""Sun"": [""09:00-19:00""]}";5.0;7.0;1.0;0.0;0.0;0.0;0.0;;;
g187147-d1791119;Au Clair De Lune;Paris;1 rue Ramey, 75018 Paris France;48.8899;2.34599;Cheap Eats, French, Bar, Pub;€;Dinner Drinks;French Bar Pub;;Seating Serves Alcohol Wheelchair Accessible;N;N;N;;3.5;40.0;7.0;5.0;2.0;0.0;1.0;3.0;3.5;3.5
g187147-d1792306;Cafe Le Pierrot;Paris;67 avenue de la Motte Picquet, 75015 Paris France;48.849083;2.29833;Mid-range, French, Bar, Cafe;€€-€€€;Breakfast Lunch Dinner After-hours Drinks;French Bar Cafe European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;"{""Mon"": [""07:00-02:00""], ""Tue"": [""07:00-02:00""], ""Wed"": [""07:00-02:00""], ""Thu"": [""07:00-02:00""], ""Fri"": [""07:00-02:00""], ""Sat"": [""07:00-02:00""], ""Sun"": [""07:00-02:00""]}";3.0;449.0;37.0;57.0;35.0;20.0;25.0;3.0;3.0;3.0
g187147-d1795085;L'Auberge du Louvre;Paris;98 Rue Saint Honore, 75001 Paris France;48.861626;2.342303;Mid-range, French, European;€€-€€€;Lunch Dinner After-hours;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;N;N;N;;;;57.0;69.0;21.0;11.0;14.0;3.5;4.0;3.5
g187147-d1799537;La Maison BLanche;Paris;21 rue de Dunkerque, 75010 Paris France;48.879868;2.355535;Mid-range, French, European;€€-€€€;Breakfast Lunch Dinner After-hours;French European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service Full Bar;N;N;N;"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""00:00-23:59""], ""Sun"": [""00:00-23:59""]}";3.0;199.0;13.0;36.0;15.0;7.0;16.0;3.0;3.0;3.0
g187147-d1805908;Romanela;Paris;29 rue des Plantes, 75014 Paris France;48.82949;2.32291;Mid-range, Italian, Pizza;€€-€€€;Lunch Dinner;Italian Pizza;;Reservations Seating Serves Alcohol Table Service Takeout Wheelchair Accessible;N;N;N;"{""Mon"": [""11:30-14:30"", ""18:30-23:30""], ""Tue"": [""11:30-14:30"", ""18:30-23:30""], ""Wed"": [""11:30-14:30"", ""18:30-23:30""], ""Thu"": [""11:30-14:30"", ""18:30-23:30""], ""Fri"": [""11:30-14:30"", ""18:30-23:30""], ""Sat"": [""11:30-14:30"", ""18:30-23:30""], ""Sun"": [""11:30-14:30"", ""18:30-23:30""]}";3.5;42.0;3.0;1.0;1.0;2.0;4.0;3.5;3.0;3.5
g187147-d1809245;Le Victoria;Paris;64 rue Pierre Charron, 75008 Paris France;48.86974;2.303948;Mid-range, French, European;€€-€€€;Lunch Dinner Brunch Breakfast After-hours;French European;;Free Wifi Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service Outdoor Seating;N;N;N;;4.0;438.0;101.0;90.0;18.0;5.0;13.0;4.0;4.0;4.0
g187147-d1809246;primo piano;Paris;38 rue de Sevres, 75007 Paris France;48.851395;2.324747;Mid-range, Italian, European;€€-€€€;Lunch Brunch;Italian European;;Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""11:00-18:30""], ""Tue"": [""11:00-18:30""], ""Wed"": [""11:00-18:30""], ""Thu"": [""11:00-18:30""], ""Fri"": [""11:00-18:30""], ""Sat"": [""11:00-19:30""], ""Sun"": []}";3.5;112.0;1.0;10.0;2.0;2.0;1.0;3.5;3.5;3.0
g187147-d18189742;Sunday's Coffee;Paris;171 boulevard Voltaire, 75011 Paris France;48.85419;2.386387;Cheap Eats;€;Breakfast Lunch Brunch Drinks;;;Takeout Outdoor Seating Seating Highchairs Available Wheelchair Accessible Free Wifi Accepts Credit Cards Dog Friendly;N;N;N;"{""Mon"": [], ""Tue"": [""09:00-19:00""], ""Wed"": [""09:00-19:00""], ""Thu"": [""09:00-19:00""], ""Fri"": [""09:00-19:00""], ""Sat"": [""09:00-19:00""], ""Sun"": [""10:00-17:00""]}";5.0;4.0;1.0;0.0;0.0;0.0;0.0;;;
g187147-d1839155;Flottes;Paris;2 rue Cambon, 75001 Paris France;48.86643;2.325361;Mid-range, French, Bar, Vegetarian Friendly;€€-€€€;Drinks Lunch Dinner Brunch After-hours;French Bar;Vegetarian Friendly, Vegan Options, Gluten Free Options;Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Free Wifi Reservations Private Dining Seating Accepts Credit Cards Table Service;Y;Y;Y;"{""Mon"": [""07:00-02:00""], ""Tue"": [""07:00-02:00""], ""Wed"": [""07:00-02:00""], ""Thu"": [""07:00-02:00""], ""Fri"": [""07:00-02:00""], ""Sat"": [""07:00-02:00""], ""Sun"": [""07:00-02:00""]}";4.0;1785.0;355.0;301.0;115.0;66.0;58.0;4.0;4.0;3.5
g187147-d1845511;Gelati d'Alberto;Paris;45 rue Mouffetard, 75005 Paris France;48.843613;2.349467;Cheap Eats, Dessert, Italian;€;;Italian;;Takeout Wheelchair Accessible;N;N;N;"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""00:00-23:59""], ""Sun"": [""00:00-23:59""]}";4.5;209.0;45.0;3.0;1.0;1.0;0.0;4.5;4.5;4.5
g187147-d1846111;La Regalade Saint-Honore;Paris;106 rue Saint Honore, 75001 Paris France;48.861614;2.341798;Mid-range, French, European;€€-€€€;Lunch Dinner After-hours;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts American Express Accepts Mastercard Accepts Visa Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""12:00-14:45"", ""19:00-22:45""], ""Tue"": [""12:00-14:45"", ""19:00-22:45""], ""Wed"": [""12:00-14:45"", ""19:00-22:45""], ""Thu"": [""12:00-14:45"", ""19:00-22:45""], ""Fri"": [""12:00-12:45"", ""19:00-23:00""], ""Sat"": [""19:00-23:00""], ""Sun"": []}";4.0;948.0;191.0;81.0;35.0;20.0;24.0;4.5;4.0;4.0
g187147-d1853141;Le Cristal;Paris;6, Avenue de la Grande Armee, 75017 Paris France;48.874638;2.292964;Mid-range, French, Bar, European;€€-€€€;Breakfast Lunch Dinner After-hours;French Bar European;;Outdoor Seating Seating Serves Alcohol Full Bar Table Service Wheelchair Accessible;N;N;N;;3.5;124.0;20.0;20.0;18.0;6.0;8.0;3.5;4.0;3.5
g187147-d1858700;Bistrot de la Porte Doree;Paris;5 boulevard Soult, 75012 Paris France;48.83574;2.407014;Mid-range, French, European;€€-€€€;Lunch Dinner After-hours;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""12:00-15:00"", ""19:00-22:00""], ""Tue"": [""11:30-15:00"", ""19:00-22:00""], ""Wed"": [""11:30-15:00"", ""19:00-22:00""], ""Thu"": [""11:30-15:00"", ""19:00-22:00""], ""Fri"": [""11:30-15:00"", ""19:00-22:00""], ""Sat"": [""11:30-15:00"", ""19:00-22:00""], ""Sun"": [""11:30-15:00"", ""19:00-22:00""]}";4.0;271.0;40.0;20.0;0.0;0.0;1.0;4.0;4.5;4.0
g187147-d1863209;Amorino Paris - L’Île Saint Louis;Paris;47 rue Saint Louis en L Ile, 75004 Paris France;48.85207;2.35575;Mid-range, Dessert;€€-€€€;Drinks;;;Takeout Wheelchair Accessible;N;N;N;;4.5;265.0;93.0;22.0;10.0;2.0;2.0;4.5;4.5;4.0
g187147-d1863373;Le 27 Gourmand;Paris;27 boulevard des Batignolles, 75008 Paris France;48.882885;2.323917;Mid-range, French;€€-€€€;Dinner;French;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""19:00-22:30""], ""Tue"": [""19:00-22:30""], ""Wed"": [""19:00-22:30""], ""Thu"": [""19:00-22:30""], ""Fri"": [""19:00-22:30""], ""Sat"": [""19:00-22:30""], ""Sun"": [""19:00-22:30""]}";4.5;152.0;10.0;5.0;0.0;0.0;0.0;4.0;4.0;4.0
g187147-d1866384;La Fourchette du Printemps;Paris;30 rue du Printemps angle 27 bis, boulevard Pereire XVIIe, 75017 Paris France;48.887802;2.310222;Fine Dining, French, European;€€€€;Lunch Dinner;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [], ""Tue"": [""12:30-14:00"", ""19:30-21:30""], ""Wed"": [""12:30-14:00"", ""19:30-21:30""], ""Thu"": [""12:30-14:00"", ""19:30-21:30""], ""Fri"": [""12:30-14:00"", ""19:30-21:30""], ""Sat"": [""12:30-14:00"", ""19:30-21:30""], ""Sun"": []}";4.5;362.0;47.0;10.0;5.0;1.0;3.0;4.5;4.0;4.5
g187147-d1869993;L'Epoque;Paris;81 rue du Cardinal Lemoine, 75005 Paris France;48.84483;2.349833;Mid-range, French, European;€€-€€€;Lunch Dinner After-hours;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""12:00-14:30"", ""18:30-23:00""], ""Tue"": [""12:00-14:30"", ""18:30-23:00""], ""Wed"": [""12:00-14:30"", ""18:30-23:00""], ""Thu"": [""12:00-14:30"", ""18:30-23:00""], ""Fri"": [""12:00-14:30"", ""18:30-23:00""], ""Sat"": [""12:00-14:30"", ""18:30-23:00""], ""Sun"": [""12:00-14:30"", ""18:30-23:00""]}";4.5;200.0;28.0;20.0;5.0;1.0;1.0;4.5;4.5;4.5
g187147-d1871967;Chez Eugene;Paris;17 Place du Tertre à Montmartre, 75018 Paris France;48.886597;2.340752;Mid-range, French, Bar, European;€€-€€€;Lunch Dinner After-hours Drinks;French Bar European Pub;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service Live Music;N;N;N;"{""Mon"": [""06:30-02:00""], ""Tue"": [""06:30-02:00""], ""Wed"": [""06:30-02:00""], ""Thu"": [""06:30-02:00""], ""Fri"": [""06:30-02:00""], ""Sat"": [""06:30-02:00""], ""Sun"": [""06:30-02:00""]}";3.0;1033.0;42.0;63.0;53.0;36.0;62.0;3.0;3.5;3.0
g187147-d1878424;Le 23 Clauzel;Paris;23 rue Clauzel, 75009 Paris France;48.879333;2.337572;Fine Dining, French, European;€€€€;Lunch Dinner;French European;;Accepts Mastercard Accepts Visa Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [], ""Tue"": [""19:00-21:30""], ""Wed"": [""19:00-21:30""], ""Thu"": [""12:00-13:00"", ""19:00-21:30""], ""Fri"": [""12:00-13:00"", ""19:00-21:30""], ""Sat"": [""12:00-13:00"", ""19:00-21:30""], ""Sun"": []}";4.0;849.0;39.0;30.0;9.0;5.0;9.0;4.0;4.0;4.0
g187147-d1888292;krep;Paris;11 rue la Fayette 75009, 75009 Paris France;48.873722;2.335644;Cheap Eats, French, European;€;Breakfast Lunch;French European;;Takeout Outdoor Seating Seating Wheelchair Accessible;N;N;N;"{""Mon"": [""09:00-19:00""], ""Tue"": [""09:00-19:00""], ""Wed"": [""09:00-19:00""], ""Thu"": [""09:00-19:00""], ""Fri"": [""09:00-19:00""], ""Sat"": [""11:30-18:30""], ""Sun"": []}";3.5;99.0;6.0;13.0;2.0;1.0;5.0;4.0;4.0;4.0
g187147-d18926667;Petit Gris;Paris;67 rue Rennequin, 75017 Paris France;48.88444;2.294481;Cheap Eats, French, European;€;Lunch Dinner Drinks;French European;;Reservations Seating Accepts Credit Cards Table Service Wheelchair Accessible Serves Alcohol Non-smoking restaurants;N;N;N;"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-22:00""], ""Wed"": [""12:00-14:00"", ""19:00-22:00""], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""19:00-22:00""], ""Sun"": []}";4.5;30.0;22.0;4.0;3.0;1.0;0.0;4.5;4.0;4.5
g187147-d1893290;Laurent Duchene Patissier-Chocolatier Paris 13eme;Paris;2 rue Wurtz Paris 13ème, 75013 Paris France;48.827896;2.345459;Mid-range, Bakeries, French;€€-€€€;;French;;Accepts Mastercard Accepts Visa Reservations Wheelchair Accessible;N;N;N;"{""Mon"": [""07:30-20:00""], ""Tue"": [""07:30-20:00""], ""Wed"": [""07:30-20:00""], ""Thu"": [""07:30-20:00""], ""Fri"": [""07:30-20:00""], ""Sat"": [""07:30-20:00""], ""Sun"": []}";3.5;81.0;5.0;1.0;0.0;0.0;0.0;4.0;3.0;3.5
g187147-d18941393;Di Loretta;Paris;112 rue de la Roquette, 75011 Paris France;48.85688;2.37836;Italian, Pizza, Central-Italian, Southern-Italian;;Lunch Dinner;Italian Pizza Central-Italian Southern-Italian;;Delivery Takeout Wheelchair Accessible Serves Alcohol Wine and Beer Cash Only Accepts Credit Cards;N;N;N;"{""Mon"": [], ""Tue"": [""11:30-14:00"", ""18:00-22:00""], ""Wed"": [""11:30-14:00"", ""18:00-22:00""], ""Thu"": [""11:30-14:00"", ""18:00-22:00""], ""Fri"": [""11:30-14:00"", ""18:00-22:00""], ""Sat"": [""11:30-14:00"", ""18:00-22:00""], ""Sun"": []}";;;;;;;;;;
g187147-d1903734;Frog XVI;Paris;110 B avenue Kleber, 75116 Paris France;48.864555;2.288379;Mid-range, American, Brew Pub, Bar;€€-€€€;Lunch Dinner Brunch After-hours Drinks;American Bar Pub Brew Pub;Vegetarian Friendly, Vegan Options;Reservations Outdoor Seating Seating Television Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Accepts Credit Cards Table Service;Y;Y;N;"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:45""], ""Thu"": [""12:00-23:45""], ""Fri"": [""12:00-23:45""], ""Sat"": [""12:00-23:45""], ""Sun"": []}";4.5;1043.0;357.0;90.0;32.0;10.0;20.0;4.0;4.0;4.0
g187147-d1906663;CAFE BRASSERIE AUX P.T.T.;Paris;54 rue Cler, 75007 Paris France;48.85594;2.306849;Mid-range, French, Cafe;€€-€€€;Breakfast Dinner Brunch Lunch Drinks;French Cafe;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;;4.0;168.0;29.0;41.0;9.0;8.0;9.0;4.0;4.0;4.0
g187147-d1914999;Le Pre Aux Clercs;Paris;30 rue Bonaparte, 75006 Paris France;48.855537;2.33383;Mid-range, French, European, Vegetarian Friendly;€€-€€€;Lunch Dinner Breakfast Brunch Drinks;French European;Vegetarian Friendly, Vegan Options;Outdoor Seating Free Wifi Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;Y;Y;N;"{""Mon"": [""06:30-02:00""], ""Tue"": [""06:30-02:00""], ""Wed"": [""06:30-02:00""], ""Thu"": [""06:30-02:00""], ""Fri"": [""06:30-02:00""], ""Sat"": [""06:30-02:00""], ""Sun"": [""08:00-02:00""]}";4.0;855.0;195.0;154.0;51.0;23.0;29.0;4.0;4.0;4.0
g187147-d1916013;Le Petit Cler;Paris;29 rue Cler, 75007 Paris France;48.857433;2.306044;Mid-range, French, European, Vegetarian Friendly;€€-€€€;Breakfast Lunch Dinner Brunch After-hours;French European;Vegetarian Friendly, Gluten Free Options;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Free Wifi Accepts Credit Cards Table Service;Y;N;Y;"{""Mon"": [""08:00-23:30""], ""Tue"": [""08:00-23:30""], ""Wed"": [""08:00-23:30""], ""Thu"": [""08:00-23:30""], ""Fri"": [""08:00-23:30""], ""Sat"": [""08:00-23:30""], ""Sun"": [""08:00-23:30""]}";4.0;1130.0;332.0;270.0;76.0;21.0;19.0;4.0;4.0;4.0
g187147-d19244431;Origines;Paris;6 rue de Ponthieu, 75008 Paris France;48.87021;2.31123;Fine Dining, French, European;€€€€;Lunch Dinner After-hours;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service Street Parking Non-smoking restaurants;N;N;N;"{""Mon"": [""12:15-14:00"", ""19:30-22:00""], ""Tue"": [""12:15-14:00"", ""19:30-22:00""], ""Wed"": [""12:15-14:00"", ""19:30-22:00""], ""Thu"": [""12:15-14:00"", ""19:30-22:00""], ""Fri"": [""12:15-14:00"", ""19:30-22:00""], ""Sat"": [], ""Sun"": []}";5.0;37.0;5.0;1.0;0.0;0.0;0.0;5.0;5.0;4.5
g187147-d19284589;New School Tacos;Paris;13 boulevard des Batignolles, 75008 Paris France;48.88295;2.32564;Cheap Eats, French, Fast food;€;Lunch Dinner After-hours;French Fast food;;Takeout Seating Street Parking Television Wheelchair Accessible Digital Payments Free Wifi Accepts Credit Cards Family style Non-smoking restaurants;N;N;N;"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-01:00""], ""Sat"": [""11:00-01:00""], ""Sun"": [""11:00-23:00""]}";3.0;2.0;1.0;0.0;0.0;0.0;0.0;;;
g187147-d1928987;Le Monceau;Paris;37 rue de Monceau, 75008 Paris France;48.87729;2.309618;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Seating Serves Alcohol Table Service Wheelchair Accessible;N;N;N;;3.5;90.0;16.0;9.0;3.0;1.0;4.0;3.5;3.5;3.5
g187147-d1929356;LA PALETTE - PARIS;Paris;43 rue de Seine, 75006 Paris France;48.85531;2.336944;Mid-range, French, Bar, Cafe;€€-€€€;Lunch Dinner Brunch After-hours Drinks;French Bar Cafe European;;Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-02:00""], ""Wed"": [""08:00-02:00""], ""Thu"": [""08:00-02:00""], ""Fri"": [""08:00-02:00""], ""Sat"": [""08:00-02:00""], ""Sun"": [""10:00-02:00""]}";3.0;653.0;89.0;97.0;39.0;27.0;44.0;3.5;3.0;3.0
g187147-d1929987;Bistrot Marguerite;Paris;1 Place de l Hotel de Ville, 75004 Paris France;48.856186;2.350862;Mid-range, French, Bar, European;€€-€€€;Breakfast Lunch Dinner Brunch After-hours Drinks;French Bar European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""08:00-00:00""]}";3.5;266.0;33.0;38.0;19.0;4.0;5.0;4.0;4.0;3.5
g187147-d19324991;FIEF - Fait Ici En France;Paris;44 Rue de la Folie Méricourt, 75011 Paris France;48.863632;2.372422;Fine Dining, French, Healthy;€€€€;Lunch Dinner;French Healthy;;Reservations Seating Serves Alcohol Accepts Credit Cards Table Service Delivery Wheelchair Accessible Digital Payments Free Wifi Gift Cards Available;N;N;N;"{""Mon"": [], ""Tue"": [""18:45-23:00""], ""Wed"": [""18:45-23:00""], ""Thu"": [""18:45-23:00""], ""Fri"": [""18:45-23:00""], ""Sat"": [""18:45-23:00""], ""Sun"": []}";4.5;49.0;42.0;3.0;2.0;1.0;1.0;4.5;4.5;4.0
g187147-d19383826;La Poketerie;Paris;3 rue de Provence, 75009 Paris France;48.874;2.34184;;;Lunch Dinner;;;Reservations Delivery Takeout Outdoor Seating Highchairs Available Wheelchair Accessible Table Service Family style;N;N;N;"{""Mon"": [""11:30-15:00"", ""18:30-22:00""], ""Tue"": [""11:30-15:00"", ""18:30-22:00""], ""Wed"": [""11:30-15:00"", ""18:30-22:00""], ""Thu"": [""11:30-15:00"", ""18:30-22:00""], ""Fri"": [""11:30-15:00"", ""18:30-22:00""], ""Sat"": [""18:30-22:00""], ""Sun"": [""18:30-22:00""]}";;;;;;;;;;
g187147-d1941233;Hippopotamus;Paris;5 boulevard des Batignolles, 75008 Paris France;48.883213;2.326441;Mid-range, French, Steakhouse, European;€€-€€€;Lunch Dinner Drinks After-hours;French Steakhouse European Grill;;Seating Highchairs Available Wheelchair Accessible Serves Alcohol Free Wifi Accepts Credit Cards Table Service Reservations;N;N;N;"{""Mon"": [""12:00-01:00""], ""Tue"": [""12:00-01:00""], ""Wed"": [""12:00-01:00""], ""Thu"": [""12:00-01:00""], ""Fri"": [""12:00-01:00""], ""Sat"": [""12:00-01:00""], ""Sun"": [""12:00-01:00""]}";3.5;206.0;12.0;11.0;6.0;3.0;6.0;3.5;3.5;3.5
